00001_00005_00015.ppm;43;43;6;6;38;38;1
00001_00005_00016.ppm;46;44;6;5;41;39;1
00001_00005_00017.ppm;47;46;5;5;41;40;1
00001_00005_00018.ppm;49;47;5;5;43;42;1
00001_00005_00019.ppm;51;50;6;6;46;45;1
00001_00005_00020.ppm;50;49;5;5;45;44;1
00001_00005_00021.ppm;53;52;5;5;48;47;1
00001_00005_00022.ppm;55;53;6;5;50;48;1
00001_00005_00023.ppm;57;55;6;5;52;50;1
00001_00005_00024.ppm;58;57;6;5;53;52;1
00001_00005_00025.ppm;59;57;5;5;53;52;1
00001_00006_00015.ppm;55;67;5;6;50;61;1
00001_00006_00016.ppm;57;70;5;7;52;64;1
00001_00006_00017.ppm;61;72;6;6;55;65;1
00001_00006_00018.ppm;62;76;5;7;57;69;1
00001_00006_00019.ppm;64;77;5;7;59;71;1
00001_00006_00020.ppm;69;81;6;7;63;74;1
00001_00006_00021.ppm;73;84;7;7;67;77;1
00001_00006_00022.ppm;76;89;6;8;70;82;1
00001_00006_00023.ppm;83;95;7;8;76;87;1
00001_00006_00024.ppm;88;101;7;9;81;93;1
00001_00006_00025.ppm;96;108;8;9;88;99;1
00001_00007_00015.ppm;69;67;6;6;63;61;1
00001_00007_00016.ppm;71;69;6;6;65;62;1
00001_00007_00017.ppm;74;71;7;7;68;65;1
00001_00007_00018.ppm;75;72;6;6;69;66;1
00001_00007_00019.ppm;80;75;8;7;73;69;1
00001_00007_00020.ppm;82;77;8;7;75;71;1
00001_00007_00021.ppm;84;81;7;8;76;74;1
00001_00007_00022.ppm;86;83;7;7;79;76;1
00001_00007_00023.ppm;88;84;8;7;81;77;1
00001_00007_00024.ppm;88;86;7;7;81;79;1
00001_00007_00025.ppm;95;92;9;9;86;84;1
00001_00008_00015.ppm;48;55;5;6;43;50;1
00001_00008_00016.ppm;51;54;5;5;46;49;1
00001_00008_00017.ppm;51;56;5;5;46;51;1
00001_00008_00018.ppm;51;56;5;5;46;51;1
00001_00008_00019.ppm;54;58;6;5;49;53;1
00001_00008_00020.ppm;53;59;5;5;48;54;1
00001_00008_00021.ppm;53;59;5;5;48;54;1
00001_00008_00022.ppm;56;61;6;5;51;56;1
00001_00008_00023.ppm;57;62;6;5;52;57;1
00001_00008_00024.ppm;57;62;5;5;52;57;1
00001_00008_00025.ppm;60;64;6;5;55;59;1
00001_00009_00015.ppm;40;40;6;6;35;35;1
00001_00009_00016.ppm;41;40;6;5;36;35;1
00001_00009_00017.ppm;42;42;6;6;37;37;1
00001_00009_00018.ppm;43;44;5;6;38;39;1
00001_00009_00019.ppm;45;44;5;5;40;39;1
00001_00009_00020.ppm;46;45;5;5;41;40;1
00001_00009_00021.ppm;47;47;5;5;42;41;1
00001_00009_00022.ppm;51;50;5;5;46;45;1
00001_00009_00023.ppm;55;53;6;5;50;48;1
00001_00009_00024.ppm;57;55;6;5;52;50;1
00001_00009_00025.ppm;57;58;5;6;52;53;1
00001_00010_00015.ppm;39;39;6;5;34;33;1
00001_00010_00016.ppm;41;41;6;6;36;36;1
00001_00010_00017.ppm;41;42;5;5;36;36;1
00001_00010_00018.ppm;44;44;6;6;39;39;1
00001_00010_00019.ppm;45;45;6;5;40;39;1
00001_00010_00020.ppm;47;47;6;5;42;42;1
00001_00010_00021.ppm;48;49;5;6;43;44;1
00001_00010_00022.ppm;51;51;6;6;46;46;1
00001_00010_00023.ppm;54;53;6;5;49;48;1
00001_00010_00024.ppm;57;56;6;5;52;51;1
00001_00010_00025.ppm;60;59;6;5;55;54;1
00001_00011_00015.ppm;41;42;5;6;36;37;1
00001_00011_00016.ppm;42;42;5;5;37;37;1
00001_00011_00017.ppm;45;43;6;6;40;38;1
00001_00011_00018.ppm;47;45;6;6;42;40;1
00001_00011_00019.ppm;48;46;6;5;43;40;1
00001_00011_00020.ppm;50;48;5;5;45;43;1
00001_00011_00021.ppm;54;52;6;6;49;47;1
00001_00011_00022.ppm;57;55;6;6;51;50;1
00001_00011_00023.ppm;59;58;6;6;54;53;1
00001_00011_00024.ppm;64;63;5;5;58;57;1
00001_00011_00025.ppm;73;71;7;7;66;65;1
00001_00012_00015.ppm;41;42;5;6;35;37;1
00001_00012_00016.ppm;43;43;6;5;38;38;1
00001_00012_00017.ppm;44;45;5;5;39;40;1
00001_00012_00018.ppm;45;48;5;6;40;42;1
00001_00012_00019.ppm;49;48;6;5;43;43;1
00001_00012_00020.ppm;52;51;5;5;46;46;1
00001_00012_00021.ppm;54;53;5;5;49;48;1
00001_00012_00022.ppm;57;56;5;5;51;50;1
00001_00012_00023.ppm;60;60;6;6;55;55;1
00001_00012_00024.ppm;64;63;6;5;59;58;1
00001_00012_00025.ppm;68;69;6;7;62;63;1
00001_00013_00015.ppm;52;54;5;5;47;49;1
00001_00013_00016.ppm;53;56;5;5;48;50;1
00001_00013_00017.ppm;55;58;5;6;50;53;1
00001_00013_00018.ppm;56;60;5;6;51;54;1
00001_00013_00019.ppm;58;60;5;5;52;54;1
00001_00013_00020.ppm;58;61;5;5;53;56;1
00001_00013_00021.ppm;60;63;5;5;55;58;1
00001_00013_00022.ppm;62;66;6;6;57;60;1
00001_00013_00023.ppm;64;69;6;7;59;63;1
00001_00013_00024.ppm;69;71;6;7;62;65;1
00001_00013_00025.ppm;72;74;6;6;66;68;1
00001_00014_00015.ppm;40;40;6;6;35;35;1
00001_00014_00016.ppm;40;39;6;5;35;34;1
00001_00014_00017.ppm;41;41;5;5;35;35;1
00001_00014_00018.ppm;42;42;5;5;37;37;1
00001_00014_00019.ppm;44;44;5;5;39;39;1
00001_00014_00020.ppm;46;46;5;5;40;41;1
00001_00014_00021.ppm;48;49;6;5;43;43;1
00001_00014_00022.ppm;50;51;5;5;45;46;1
00001_00014_00023.ppm;54;57;5;6;49;52;1
00001_00014_00024.ppm;61;61;5;6;55;55;1
00001_00014_00025.ppm;68;63;6;5;62;58;1
00001_00015_00015.ppm;41;40;6;5;36;34;1
00001_00015_00016.ppm;43;41;6;5;38;36;1
00001_00015_00017.ppm;44;44;5;5;39;38;1
00001_00015_00018.ppm;46;46;5;5;40;40;1
00001_00015_00019.ppm;47;48;5;5;42;42;1
00001_00015_00020.ppm;50;50;6;5;45;44;1
00001_00015_00021.ppm;53;53;6;6;48;48;1
00001_00015_00022.ppm;56;56;6;6;51;51;1
00001_00015_00023.ppm;60;61;5;6;55;56;1
00001_00015_00024.ppm;68;69;7;7;62;63;1
00001_00015_00025.ppm;76;76;6;6;69;70;1
00001_00016_00015.ppm;47;46;6;5;41;40;1
00001_00016_00016.ppm;47;47;5;5;42;42;1
00001_00016_00017.ppm;49;48;6;5;44;43;1
00001_00016_00018.ppm;51;51;6;6;46;46;1
00001_00016_00019.ppm;52;52;5;5;47;47;1
00001_00016_00020.ppm;53;54;5;6;48;49;1
00001_00016_00021.ppm;56;57;5;6;51;52;1
00001_00016_00022.ppm;59;58;6;5;54;53;1
00001_00016_00023.ppm;63;63;6;5;58;57;1
00001_00016_00024.ppm;68;69;6;7;62;63;1
00001_00016_00025.ppm;71;72;6;7;65;66;1
00001_00017_00015.ppm;45;46;5;5;40;41;1
00001_00017_00016.ppm;46;48;5;6;41;43;1
00001_00017_00017.ppm;49;51;6;6;44;46;1
00001_00017_00018.ppm;50;53;5;6;45;48;1
00001_00017_00019.ppm;53;54;5;5;47;49;1
00001_00017_00020.ppm;55;57;5;6;50;51;1
00001_00017_00021.ppm;58;57;6;5;53;51;1
00001_00017_00022.ppm;61;61;6;6;55;56;1
00001_00017_00023.ppm;62;63;5;5;57;58;1
00001_00017_00024.ppm;67;69;6;6;61;63;1
00001_00017_00025.ppm;69;72;6;7;63;66;1
00001_00018_00015.ppm;60;61;6;5;55;55;1
00001_00018_00016.ppm;62;64;5;6;57;59;1
00001_00018_00017.ppm;67;68;6;6;61;62;1
00001_00018_00018.ppm;71;71;7;7;65;65;1
00001_00018_00019.ppm;74;75;7;7;68;68;1
00001_00018_00020.ppm;76;81;6;8;69;73;1
00001_00018_00021.ppm;81;83;7;7;74;76;1
00001_00018_00022.ppm;85;87;8;7;78;80;1
00001_00018_00023.ppm;87;93;7;9;80;85;1
00001_00018_00024.ppm;94;97;8;8;86;89;1
00001_00018_00025.ppm;98;103;8;9;90;94;1
00001_00019_00015.ppm;37;37;5;5;32;32;1
00001_00019_00016.ppm;40;39;6;5;35;34;1
00001_00019_00017.ppm;41;40;6;5;36;35;1
00001_00019_00018.ppm;41;42;5;6;36;37;1
00001_00019_00019.ppm;42;42;5;5;37;37;1
00001_00019_00020.ppm;43;45;5;6;38;40;1
00001_00019_00021.ppm;45;46;6;6;40;41;1
00001_00019_00022.ppm;46;47;6;6;41;42;1
00001_00019_00023.ppm;48;49;6;6;43;44;1
00001_00019_00024.ppm;50;52;5;6;45;47;1
00001_00019_00025.ppm;49;52;5;6;44;47;1
00001_00020_00015.ppm;59;61;5;6;54;56;1
00001_00020_00016.ppm;59;61;5;5;54;56;1
00001_00020_00017.ppm;61;62;6;5;55;56;1
00001_00020_00018.ppm;62;64;5;6;57;59;1
00001_00020_00019.ppm;65;65;6;6;60;60;1
00001_00020_00020.ppm;68;68;7;7;62;62;1
00001_00020_00021.ppm;70;70;7;7;64;64;1
00001_00020_00022.ppm;69;69;6;6;63;63;1
00001_00020_00023.ppm;73;72;7;6;66;65;1
00001_00020_00024.ppm;75;73;7;6;69;67;1
00001_00020_00025.ppm;76;75;7;6;70;69;1
00001_00021_00015.ppm;36;36;6;5;31;31;1
00001_00021_00016.ppm;38;38;6;6;32;33;1
00001_00021_00017.ppm;39;39;6;5;34;34;1
00001_00021_00018.ppm;40;42;6;6;35;37;1
00001_00021_00019.ppm;39;42;5;6;34;37;1
00001_00021_00020.ppm;42;43;6;5;37;38;1
00001_00021_00021.ppm;45;47;6;6;39;41;1
00001_00021_00022.ppm;47;49;6;6;42;44;1
00001_00021_00023.ppm;48;50;5;5;43;45;1
00001_00021_00024.ppm;50;51;5;5;44;46;1
00001_00021_00025.ppm;54;54;6;5;49;49;1
00001_00022_00015.ppm;44;45;6;6;39;39;1
00001_00022_00016.ppm;47;46;6;6;41;41;1
00001_00022_00017.ppm;49;50;6;6;44;44;1
00001_00022_00018.ppm;51;50;6;5;46;45;1
00001_00022_00019.ppm;53;52;6;5;48;47;1
00001_00022_00020.ppm;55;54;6;5;50;49;1
00001_00022_00021.ppm;59;59;5;5;53;53;1
00001_00022_00022.ppm;63;63;5;5;57;57;1
00001_00022_00023.ppm;71;71;7;7;65;65;1
00001_00022_00024.ppm;76;75;7;6;69;68;1
00001_00022_00025.ppm;83;83;8;8;76;76;1
00001_00023_00015.ppm;39;37;5;5;34;32;1
00001_00023_00016.ppm;39;38;5;6;34;33;1
00001_00023_00017.ppm;41;38;6;6;36;33;1
00001_00023_00018.ppm;41;39;6;6;36;33;1
00001_00023_00019.ppm;41;39;5;6;36;34;1
00001_00023_00020.ppm;42;39;5;5;37;34;1
00001_00023_00021.ppm;44;41;6;6;39;36;1
00001_00023_00022.ppm;44;41;6;5;39;35;1
00001_00023_00023.ppm;45;42;5;5;40;37;1
00001_00023_00024.ppm;45;42;5;5;40;37;1
00001_00023_00025.ppm;42;44;5;6;37;39;1
00001_00024_00015.ppm;30;29;6;6;24;23;1
00001_00024_00016.ppm;30;29;6;6;25;24;1
00001_00024_00017.ppm;30;28;6;5;25;23;1
00001_00024_00018.ppm;30;28;6;5;25;23;1
00001_00024_00019.ppm;29;29;6;6;24;24;1
00001_00024_00020.ppm;29;29;6;6;24;24;1
00001_00024_00021.ppm;29;28;6;5;24;23;1
00001_00024_00022.ppm;28;29;5;5;23;23;1
00001_00024_00023.ppm;29;29;5;5;24;24;1
00001_00024_00024.ppm;31;31;5;5;25;26;1
00001_00024_00025.ppm;32;32;6;5;27;27;1
00001_00025_00015.ppm;37;35;5;5;31;30;1
00001_00025_00016.ppm;39;38;6;6;34;33;1
00001_00025_00017.ppm;40;40;5;6;35;35;1
00001_00025_00018.ppm;40;39;6;5;35;34;1
00001_00025_00019.ppm;42;41;6;5;37;35;1
00001_00025_00020.ppm;43;44;5;6;38;38;1
00001_00025_00021.ppm;45;45;5;6;39;39;1
00001_00025_00022.ppm;48;46;5;5;42;41;1
00001_00025_00023.ppm;49;49;5;6;43;44;1
00001_00025_00024.ppm;52;51;5;5;46;45;1
00001_00025_00025.ppm;55;54;6;6;50;49;1
00001_00026_00015.ppm;74;71;6;7;67;65;1
00001_00026_00016.ppm;76;73;7;7;69;67;1
00001_00026_00017.ppm;76;75;6;7;70;69;1
00001_00026_00018.ppm;80;77;7;6;72;70;1
00001_00026_00019.ppm;80;81;7;8;73;73;1
00001_00026_00020.ppm;83;82;8;7;76;75;1
00001_00026_00021.ppm;85;84;8;7;78;77;1
00001_00026_00022.ppm;86;88;7;8;79;80;1
00001_00026_00023.ppm;92;93;9;9;84;84;1
00001_00026_00024.ppm;96;95;9;8;88;87;1
00001_00026_00025.ppm;99;100;8;8;91;91;1
00001_00027_00015.ppm;43;44;5;5;37;38;1
00001_00027_00016.ppm;45;45;6;5;40;40;1
00001_00027_00017.ppm;47;47;6;5;41;41;1
00001_00027_00018.ppm;48;48;6;5;43;43;1
00001_00027_00019.ppm;48;51;5;6;43;45;1
00001_00027_00020.ppm;51;51;6;5;46;46;1
00001_00027_00021.ppm;53;55;5;6;48;50;1
00001_00027_00022.ppm;55;56;5;5;50;51;1
00001_00027_00023.ppm;58;59;6;5;53;53;1
00001_00027_00024.ppm;60;63;5;6;55;58;1
00001_00027_00025.ppm;68;70;6;7;61;64;1
00001_00028_00015.ppm;39;46;5;5;34;41;1
00001_00028_00016.ppm;41;48;6;6;36;43;1
00001_00028_00017.ppm;42;50;5;5;37;45;1
00001_00028_00018.ppm;45;53;6;6;40;48;1
00001_00028_00019.ppm;47;56;5;6;41;51;1
00001_00028_00020.ppm;51;59;6;5;46;54;1
00001_00028_00021.ppm;55;63;6;5;49;58;1
00001_00028_00022.ppm;56;69;5;7;51;63;1
00001_00028_00023.ppm;60;72;6;6;55;66;1
00001_00028_00024.ppm;64;80;5;8;59;73;1
00001_00028_00025.ppm;75;89;7;8;68;81;1
00001_00029_00015.ppm;49;49;6;5;44;44;1
00001_00029_00016.ppm;49;52;5;6;44;46;1
00001_00029_00017.ppm;52;52;6;5;47;47;1
00001_00029_00018.ppm;53;55;5;6;47;49;1
00001_00029_00019.ppm;55;56;6;5;50;50;1
00001_00029_00020.ppm;57;57;6;5;52;52;1
00001_00029_00021.ppm;60;61;5;5;55;56;1
00001_00029_00022.ppm;65;69;5;7;59;62;1
00001_00029_00023.ppm;72;75;6;7;66;68;1
00001_00029_00024.ppm;80;81;8;7;73;73;1
00001_00029_00025.ppm;86;87;7;7;79;80;1
00001_00030_00015.ppm;41;53;6;5;36;48;1
00001_00030_00016.ppm;43;57;6;6;38;52;1
00001_00030_00017.ppm;44;58;5;5;39;53;1
00001_00030_00018.ppm;46;59;5;5;40;54;1
00001_00030_00019.ppm;48;60;5;5;43;54;1
00001_00030_00020.ppm;52;63;6;5;47;58;1
00001_00030_00021.ppm;55;71;5;7;49;64;1
00001_00030_00022.ppm;58;73;5;6;52;66;1
00001_00030_00023.ppm;60;75;5;6;55;69;1
00001_00030_00024.ppm;68;83;7;7;62;75;1
00001_00030_00025.ppm;72;91;6;8;66;83;1
00001_00031_00015.ppm;44;43;6;5;39;38;1
00001_00031_00016.ppm;45;46;5;6;39;40;1
00001_00031_00017.ppm;47;46;6;5;42;41;1
00001_00031_00018.ppm;49;48;6;5;44;43;1
00001_00031_00019.ppm;50;50;5;5;45;45;1
00001_00031_00020.ppm;53;53;5;6;47;48;1
00001_00031_00021.ppm;55;55;5;5;50;50;1
00001_00031_00022.ppm;59;58;6;5;54;52;1
00001_00031_00023.ppm;62;61;5;5;57;56;1
00001_00031_00024.ppm;70;68;7;6;64;62;1
00001_00031_00025.ppm;74;73;7;7;68;66;1
00001_00032_00015.ppm;47;47;6;6;42;42;1
00001_00032_00016.ppm;49;48;6;5;43;43;1
00001_00032_00017.ppm;51;50;6;5;45;45;1
00001_00032_00018.ppm;52;53;5;6;47;48;1
00001_00032_00019.ppm;54;56;5;5;49;50;1
00001_00032_00020.ppm;59;59;6;6;53;54;1
00001_00032_00021.ppm;62;64;5;6;56;58;1
00001_00032_00022.ppm;68;69;7;7;62;63;1
00001_00032_00023.ppm;71;73;6;7;65;67;1
00001_00032_00024.ppm;77;80;7;8;71;73;1
00001_00032_00025.ppm;83;85;8;7;76;77;1
00001_00033_00015.ppm;40;40;6;6;35;35;1
00001_00033_00016.ppm;41;41;6;6;36;36;1
00001_00033_00017.ppm;42;42;5;6;36;37;1
00001_00033_00018.ppm;44;43;6;6;38;38;1
00001_00033_00019.ppm;44;44;5;5;39;39;1
00001_00033_00020.ppm;47;46;6;6;41;41;1
00001_00033_00021.ppm;47;48;5;5;42;42;1
00001_00033_00022.ppm;50;49;5;5;45;44;1
00001_00033_00023.ppm;53;52;6;6;48;47;1
00001_00033_00024.ppm;55;53;5;5;50;48;1
00001_00033_00025.ppm;58;56;5;5;53;51;1
00001_00034_00015.ppm;42;41;6;5;37;36;1
00001_00034_00016.ppm;42;44;5;6;37;38;1
00001_00034_00017.ppm;45;44;6;5;40;39;1
00001_00034_00018.ppm;47;46;6;5;42;41;1
00001_00034_00019.ppm;50;48;6;5;44;43;1
00001_00034_00020.ppm;51;52;5;6;46;47;1
00001_00034_00021.ppm;55;54;6;5;50;49;1
00001_00034_00022.ppm;57;58;5;6;52;53;1
00001_00034_00023.ppm;63;63;6;6;58;58;1
00001_00034_00024.ppm;70;71;6;7;64;65;1
00001_00034_00025.ppm;76;75;7;6;70;68;1
00001_00035_00015.ppm;34;36;5;6;29;31;1
00001_00035_00016.ppm;35;36;5;5;30;31;1
00001_00035_00017.ppm;37;38;6;5;32;32;1
00001_00035_00018.ppm;39;39;6;5;34;34;1
00001_00035_00019.ppm;42;42;5;6;37;37;1
00001_00035_00020.ppm;45;44;5;6;39;39;1
00001_00035_00021.ppm;48;47;6;6;43;42;1
00001_00035_00022.ppm;52;50;6;5;46;44;1
00001_00035_00023.ppm;54;55;6;6;49;50;1
00001_00035_00024.ppm;60;58;6;6;54;52;1
00001_00035_00025.ppm;63;59;5;5;57;54;1
00001_00036_00015.ppm;42;41;5;5;37;36;1
00001_00036_00016.ppm;43;42;5;5;38;37;1
00001_00036_00017.ppm;45;45;5;6;40;40;1
00001_00036_00018.ppm;47;48;5;6;42;43;1
00001_00036_00019.ppm;48;47;5;5;43;42;1
00001_00036_00020.ppm;51;50;6;6;46;44;1
00001_00036_00021.ppm;53;51;5;5;47;46;1
00001_00036_00022.ppm;56;54;6;5;51;49;1
00001_00036_00023.ppm;57;56;6;6;52;51;1
00001_00036_00024.ppm;61;59;6;5;56;54;1
00001_00036_00025.ppm;64;62;5;5;59;57;1
00001_00037_00015.ppm;36;36;5;5;31;31;1
00001_00037_00016.ppm;38;37;5;5;32;32;1
00001_00037_00017.ppm;40;40;5;5;35;35;1
00001_00037_00018.ppm;40;41;5;6;35;36;1
00001_00037_00019.ppm;43;43;5;5;37;37;1
00001_00037_00020.ppm;45;47;5;6;40;41;1
00001_00037_00021.ppm;48;48;5;5;43;43;1
00001_00037_00022.ppm;54;53;6;6;48;47;1
00001_00037_00023.ppm;56;55;6;6;51;49;1
00001_00037_00024.ppm;59;57;5;5;53;52;1
00001_00037_00025.ppm;62;61;6;6;57;56;1
00001_00038_00015.ppm;36;36;6;5;31;31;1
00001_00038_00016.ppm;37;37;6;5;32;32;1
00001_00038_00017.ppm;37;37;6;5;32;32;1
00001_00038_00018.ppm;38;39;5;5;33;34;1
00001_00038_00019.ppm;38;40;5;6;33;35;1
00001_00038_00020.ppm;39;41;5;6;34;36;1
00001_00038_00021.ppm;40;43;5;6;35;38;1
00001_00038_00022.ppm;41;42;6;5;36;37;1
00001_00038_00023.ppm;42;44;6;6;37;39;1
00001_00038_00024.ppm;43;46;5;6;38;41;1
00001_00038_00025.ppm;46;48;6;6;41;43;1
00001_00039_00015.ppm;51;52;6;6;46;47;1
00001_00039_00016.ppm;50;54;5;5;45;49;1
00001_00039_00017.ppm;52;55;5;5;47;50;1
00001_00039_00018.ppm;56;57;5;5;51;52;1
00001_00039_00019.ppm;59;62;6;6;54;57;1
00001_00039_00020.ppm;62;69;5;6;57;63;1
00001_00039_00021.ppm;65;70;6;7;60;64;1
00001_00039_00022.ppm;70;73;6;6;64;67;1
00001_00039_00023.ppm;73;79;7;7;67;72;1
00001_00039_00024.ppm;76;80;6;8;70;73;1
00001_00039_00025.ppm;82;85;7;7;75;78;1
00001_00040_00015.ppm;48;49;5;6;43;44;1
00001_00040_00016.ppm;51;53;6;6;46;48;1
00001_00040_00017.ppm;54;54;6;6;49;49;1
00001_00040_00018.ppm;53;56;5;5;48;51;1
00001_00040_00019.ppm;56;58;5;5;51;53;1
00001_00040_00020.ppm;58;59;5;5;53;54;1
00001_00040_00021.ppm;62;62;5;5;57;57;1
00001_00040_00022.ppm;67;68;6;7;61;62;1
00001_00040_00023.ppm;71;73;6;6;65;67;1
00001_00040_00024.ppm;81;81;8;7;74;74;1
00001_00040_00025.ppm;83;85;8;8;76;78;1
00001_00041_00015.ppm;55;55;6;6;50;50;1
00001_00041_00016.ppm;54;54;5;5;49;49;1
00001_00041_00017.ppm;55;56;5;6;50;51;1
00001_00041_00018.ppm;56;56;6;5;51;51;1
00001_00041_00019.ppm;58;59;6;6;53;54;1
00001_00041_00020.ppm;58;60;5;6;53;55;1
00001_00041_00021.ppm;61;60;6;5;56;55;1
00001_00041_00022.ppm;62;63;6;6;57;58;1
00001_00041_00023.ppm;63;63;6;5;58;58;1
00001_00041_00024.ppm;65;67;6;6;60;61;1
00001_00041_00025.ppm;68;69;7;7;62;63;1
00001_00042_00015.ppm;49;49;6;5;44;44;1
00001_00042_00016.ppm;48;50;5;6;43;45;1
00001_00042_00017.ppm;50;51;5;5;45;46;1
00001_00042_00018.ppm;51;52;5;5;46;47;1
00001_00042_00019.ppm;52;53;5;6;47;48;1
00001_00042_00020.ppm;59;59;6;6;54;54;1
00001_00042_00021.ppm;60;62;5;6;55;57;1
00001_00042_00022.ppm;62;64;6;6;57;59;1
00001_00042_00023.ppm;70;71;6;6;64;65;1
00001_00042_00024.ppm;72;73;6;6;66;67;1
00001_00042_00025.ppm;80;81;8;8;73;74;1
00001_00043_00015.ppm;53;53;5;5;48;48;1
00001_00043_00016.ppm;55;55;6;6;50;50;1
00001_00043_00017.ppm;55;55;6;6;50;50;1
00001_00043_00018.ppm;58;59;5;6;53;54;1
00001_00043_00019.ppm;61;61;6;6;56;56;1
00001_00043_00020.ppm;61;60;6;5;56;55;1
00001_00043_00021.ppm;64;65;5;6;59;60;1
00001_00043_00022.ppm;65;64;6;5;60;59;1
00001_00043_00023.ppm;69;70;6;7;63;64;1
00001_00043_00024.ppm;73;74;6;7;67;68;1
00001_00043_00025.ppm;81;82;7;8;74;75;1
00001_00044_00015.ppm;43;43;5;5;38;38;1
00001_00044_00016.ppm;45;45;5;5;40;40;1
00001_00044_00017.ppm;47;47;6;6;42;42;1
00001_00044_00018.ppm;48;49;5;6;43;44;1
00001_00044_00019.ppm;51;50;6;5;46;45;1
00001_00044_00020.ppm;51;52;5;6;46;47;1
00001_00044_00021.ppm;54;54;6;6;49;49;1
00001_00044_00022.ppm;57;57;6;6;52;52;1
00001_00044_00023.ppm;58;58;6;5;53;53;1
00001_00044_00024.ppm;69;68;7;6;63;62;1
00001_00044_00025.ppm;73;72;7;6;67;66;1
00001_00045_00015.ppm;55;55;5;5;50;50;1
00001_00045_00016.ppm;57;58;5;6;52;53;1
00001_00045_00017.ppm;57;58;5;6;52;53;1
00001_00045_00018.ppm;61;60;6;5;56;55;1
00001_00045_00019.ppm;65;64;6;5;60;59;1
00001_00045_00020.ppm;65;65;6;6;60;60;1
00001_00045_00021.ppm;70;70;7;7;64;64;1
00001_00045_00022.ppm;73;73;7;7;67;67;1
00001_00045_00023.ppm;77;76;7;6;71;70;1
00001_00045_00024.ppm;84;85;7;8;77;78;1
00001_00045_00025.ppm;87;86;8;7;80;79;1
00001_00046_00015.ppm;53;52;6;5;48;47;1
00001_00046_00016.ppm;54;54;5;5;49;49;1
00001_00046_00017.ppm;57;58;5;6;52;53;1
00001_00046_00018.ppm;59;60;5;6;54;55;1
00001_00046_00019.ppm;61;61;5;5;56;56;1
00001_00046_00020.ppm;64;62;5;5;59;57;1
00001_00046_00021.ppm;68;69;6;7;62;63;1
00001_00046_00022.ppm;70;71;6;7;64;65;1
00001_00046_00023.ppm;76;76;6;6;70;70;1
00001_00046_00024.ppm;81;80;8;7;74;73;1
00001_00046_00025.ppm;85;86;7;8;78;79;1
00001_00047_00015.ppm;46;46;6;6;41;41;1
